"ROLE_ID","FUNCTION_CODE","ACCESS_RIGHT","CREATE_DATE","CREATOR_ACC_ID","UPDATE_DATE","UPDATE_BY_ACC_ID","OPTLOCK_VER","BEFORE_ACTIVE","AFTER_ACTIVE"
"10","USER_ROLE","","2018-11-08 17:00:45.806000",NULL,"2018-11-08 17:02:19.343000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","ADJUSTMENT","","2018-11-08 17:02:43.180000",NULL,"2018-11-08 17:03:20.075000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","DEPOSIT_CASH_OUT","","2018-11-08 17:02:43.167000",NULL,"2018-11-08 17:03:20.090000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","ENQUIRY","RW","2018-11-08 17:02:43.151000",NULL,"2018-11-08 17:03:20.104000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","MONEY_POOL_DETAIL_TRANSACTION","RW","2018-11-08 17:02:43.138000",NULL,"2018-11-08 17:03:20.117000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","MONEY_POOL_LISTING","RW","2018-11-08 17:02:43.124000",NULL,"2018-11-08 17:03:20.130000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","PREPRODUCTION","RW","2018-11-08 17:02:43.111000",NULL,"2018-11-08 17:03:20.144000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","PRODUCTION","RW","2018-11-08 17:02:43.097000",NULL,"2018-11-08 17:03:20.157000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","USER_ACCOUNT","","2018-11-08 17:02:43.078000",NULL,"2018-11-08 17:03:20.209000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"11","USER_ROLE","","2018-11-08 17:02:43.064000",NULL,"2018-11-08 17:03:20.228000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
